begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,arguable.move,issue at stake,substance,whats offered,strategy.detail,strategy,strategy.meaning,option,option.details,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
06:03.1,06:07.0,27,,,,,Wife_W01_WW,他就是..就是说..怀疑我跟人家关系比较亲密啊,tā jiùshì.. Jiùshì shuō.. Huáiyí wǒ gēn rénjiā guānxì bǐjiào qīnmì a ,He was just..that is to say.. he suspected that I had a closer relationship with that man,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,怀疑,,,contract:proclaim,就是说,啊
06:07.0,06:12.9,27,,,,,Wife_W01_WW,其实如果是你信任自己的老婆是吗都在这里玩..就没必要你拍一些这样的照片,qíshí rúguǒ shì nǐ xìnrèn zìjǐ de lǎopó shì ma dōu zài zhèlǐ wán.. Jiù méi bìyào nǐ pāi yīxiē zhèyàng de zhàopiàn,Actually if you trust your wife isn't it everyone was there.. there was no need for you to take some photos like this,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,没必要,,,contract:proclaim,其实,
06:12.9,06:13.3,28,,,,Hostess_W01,Hostess_W01,明白,Míngbái ,I understand,wife,,,,,,,,,,,,,,,,,,,,,
06:13.3,06:15.0,29,,,,Wife_W01_WW,Wife_W01_WW,本身就是正常的一个聊天,běnshēn jiùshì zhèngcháng de yīgè liáotiān ,It was essentially a normal chat,hostess,,,,,,,,,,self,+ve,judgement,inscribe,,,正常,,,contract:proclaim,本身,
06:15.0,06:16.5,29,,,,,Wife_W01_WW,因为声音比较大,yīnwèi shēngyīn bǐjiào dà ,Because it was very noisy,hostess,,,,,,,,,,,,,,,,,,,,,
06:16.5,06:17.6,30,,,,Hostess_W01,Hostess_W01,那你有跟他解释吗,nà nǐ yǒu gēn tā jiěshì ma ,Did you explain to him,wife,,,,,,,,,,,,,,,,,,,,,
06:17.6,06:18.4,31,,,,Wife_W01_WW,Wife_W01_WW,没有,méiyǒu ,No,hostess,,,,,,,,,,,,,,,,,,,,,
06:18.4,06:19.6,32,,,,Hostess_W01,Hostess_W01,这件事也就,zhè jiàn shì yě jiù ,This matter was just,wife,,,,,,,,,,,,,,,,,,,,,
06:19.6,06:21.3,33,,,,Wife_W01_WW,Wife_W01_WW,因为我跟他解释不清楚,yīnwèi wǒ gēn tā jiěshì bù qīngchǔ ,Because I couldn't explain it clearly to him,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,解释不清,,,contract:proclaim,因为,
06:21.3,06:22.7,34,,,,Hostess_W01,Hostess_W01,也就不了了之过去了,yě jiù bù liǎo liǎo zhī guòqùle ,You just let it go,wife,,,,,,,,,,,,,,,,,,,,,
06:22.7,06:23.5,35,,,,Wife_W01_WW,Wife_W01_WW,对,duì,Correct,hostess,,,,,,,,,,,,,,,,,,,,,
06:23.5,06:28.7,36,,,,Hostess_W01,Hostess_W01,胡先生..你把这个照片拍下来发给她说的那段话是想表达什么,Hú xiānshēng.. Nǐ bǎ zhège zhàopiàn pāi xiàlái fā gěi tā shuō dì nà duàn huà shì xiǎng biǎodá shénme,Mr. Hu.. What do you want to express when you took this photo and sent it to her,husband,,,,,,,,,,,,,,,,,,,,,
06:28.7,06:32.7,37,,,,Husband_W01_AH,Husband_W01_AH,我想表达(1.2)我羡慕他们,Wǒ xiǎng biǎodá (1.2) Wǒ xiànmù tāmen,I want to express that (1.2) I envy them,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,羡慕,,,expand:entertain,想表达,
06:32.7,06:36.5,37,,,,,Husband_W01_AH,我跟她之间都真的是没有这种沟通,Wǒ gēn tā zhī jiān dōu zhēn de shì méiyǒu zhè zhǒng gōutōng ,There really is no such communication between me and her,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,没有沟通,up:isolated,真的,contract:proclaim,真的,
06:36.5,06:37.7,37,,,,,Husband_W01_AH,没有这种表现,méiyǒu zhè zhǒng biǎoxiàn ,No such affection,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,没有,,,monoglossic,,
06:37.7,06:39.4,37,,,,,Husband_W01_AH,就是属于是怎么呢,jiùshì shǔyú shì zěnme ne ,It's sort of something like,hostess,,,,,,,,,,,,,,,,,,,,,
06:39.4,06:43.3,37,,,,,Husband_W01_AH,这两年来属于一种冷暴力一样哈,zhè liǎng niánlái shǔyú yī zhǒng lěng bàolì yīyàng hā ,These two years we have been in a kind of cold violence,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,冷暴力,down:isolated,一种,expand:entertain,一种,哈
06:43.3,06:46.5,37,,,,,Husband_W01_AH,当时我就觉得他们..这么好,dāngshí wǒ jiù juédé tāmen.. Zhème hǎo,At the time I thought they were... so good,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,他们好,up:isolated,这么,expand:entertain,觉得,
06:46.5,06:48.0,37,,,,,Husband_W01_AH,我有点羡慕的感觉,Wǒ yǒudiǎn xiànmù de gǎnjué,I felt a little envious,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,羡慕,down:isolated,有点,expand:entertain,感觉,
06:48.0,06:48.4,38,,,,Hostess_W01,Hostess_W01,明白,Míngbái ,I understand,husband,,,,,,,,,,,,,,,,,,,,,
06:48.4,06:50.3,38,,,,,Hostess_W01,你用了一个词叫羡慕,nǐ yòngle yīgè cí jiào xiànmù ,You used a word envy,husband,,,,,,,,,,,,,,,,,,,,,
06:50.3,06:50.4,39,O,I,,Husband_W01_AH,Husband_W01_AH,[嗯],[ń] ,Hmm,hostess,,,,,,,,,,,,,,,,,,,,,
06:50.3,06:52.5,40,O,,,Hostess_W01,Hostess_W01,[这]里面我问一下你..有怀疑吗,[zhè] lǐmiàn wǒ wèn yīxià nǐ.. Yǒu huáiyí ma ,[This] Let me ask you.. Did you have any suspicion,husband,,,,,,,,,,,,,,,,,,,,,
06:52.5,06:53.6,41,O,,,Husband_W01_AH,Husband_W01_AH,没有[怀疑],méiyǒu [huáiyí] ,No [suspicion],hostess,,,,,,,,,,self,+ve,judgement,invoke,denial,,没有,,,monoglossic,,
06:52.9,06:53.4,42,O,I,,Hostess_W01,Hostess_W01,[没有关系],[méiyǒu guānxì] ,[It doesn't matter],hostess,,,,,,,,,,,,,,,,,,,,,
06:53.6,06:54.6,43,,,,Husband_W01_AH,Husband_W01_AH,没有怀疑,méiyǒu huáiyí ,No suspicion,hostess,,,,,,,,,,self,+ve,judgement,invoke,denial,,没有,,,monoglossic,,
06:54.6,06:58.1,43,,,,,Husband_W01_AH,只是..这两年来..她一直..对我的..冷淡跟,zhǐshì.. Zhè liǎng niánlái.. Tā yīzhí.. Duì wǒ de.. Lěngdàn gēn ,It’s just that.. for the past two years.. she has been..very cold..to me and,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,冷淡,up:isolated,一直,contract:disclaim,只是,
06:58.1,06:59.6,43,,,,,Husband_W01_AH,那个..疏远,nàgè.. Shūyuǎn,That.. she was distant from me,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,疏远,,,contract:disclaim,只是,
06:59.6,07:03.0,43,,,,,Husband_W01_AH,我就说..看着她..跟任何人有笑..有说的,Wǒ jiù shuō.. Kànzhe tā.. Gēn rènhé rén yǒu xiào.. Yǒu shuō de,I am saying that.. seeing her.. having a laugh with anyone.. having a talk with them,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,跟别人,,,expand:entertain,就是说,
07:03.0,07:06.7,43,,,,,Husband_W01_AH,就是在我心里来说..是一种打击,Yǒu shuō de jiùshì zài wǒ xīnlǐ lái shuō.. Shì yī zhǒng dǎjí,It is that in my heart...it's a sort of blow,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,打击,down:isolated,一种,expand:entertain,在我心里,
07:06.7,07:07.3,44,,,,Hostess_W01,Hostess_W01,明白,Míngbái ,I understand,husband,,,,,,,,,,,,,,,,,,,,,
07:08.4,07:25.7,44,,,,voiceover,,voiceover,,,,,,,,,,,,,,,,,,,,,,,,
07:25.7,07:29.5,45,,,,Husband_W01_AH,Husband_W01_AH,16年的时候那个时候是..变故最大了,16 Nián de shíhòu nàgè shíhòu shì.. Biàngù zuìdàle ,In 2016 that time was.. When the biggest change started,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,变故,up:isolated,最大,contract:proclaim,是,
07:29.5,07:32.1,45,,,,,Husband_W01_AH,就是她同学聚会,jiùshì tā tóngxué jùhuì,It was from her schoolmate reunion,hostess,,,,,,,,,,,,,,,,,,,,,
07:32.1,07:59.2,45,,,,voiceover,,voiceover,,,,,,,,,,,,,,,,,,,,,,,,
07:59.2,08:03.2,46,,,,Husband_W01_AH,Husband_W01_AH,刚开始的时候我是有点阻拦他们,Gāng kāishǐ de shíhòu wǒ shì yǒudiǎn zǔlán tāmen ,At the beginning I kind of prevented them from meeting,hostess,VoE,,,,,,,,,self,-ve,judgement,inscribe,,,阻拦,down:isolated,有点,contract:proclaim,是,
08:03.2,08:06.6,46,,,,,Husband_W01_AH,不要频繁地去聚会也好,bùyào pínfán de qù jùhuì yě hǎo ,Don't go to the reunion parties frequently,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,频繁,,,monoglossic,,
08:06.6,08:12.9,46,,,,,Husband_W01_AH,之后她跟我是说了一个我建这个微信群的目的,zhīhòu tā gēn wǒ shì shuōle yīgè wǒ jiàn zhège wēixìn qún de mùdì ,Afterwards she told me about the purpose of establishing this WeChat group,hostess,VoE,,,,,,,,,,,,,,,,,,,,
08:12.9,08:16.0,46,,,,,Husband_W01_AH,就是要找我的初中的男同学,jiùshì yào zhǎo wǒ de chūzhōng de nán tóngxué ,It's that I wanted to find my male junior high school classmate,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,说,,,expand:attribute,说,
08:17.0,08:17.7,47,,,,Wife_W01_WW,Wife_W01_WW,是说过,shì shuōguò ,Yes I said that,hostess,,,,,,,,,,self,-ve,judgement,invoke,affirmation,,说,,,contract:proclaim,是,
08:17.7,08:18.0,48,,,,Hostess_W01,Hostess_W01,嗯,ń,Ok,wife,,,,,,,,,,,,,,,,,,,,,
08:18.0,08:19.0,49,,,,Wife_W01_WW,Wife_W01_WW,那是气话,Nà shì qì huà ,I said that out of anger,hostess,,说,VoE,是气话,reorient to an interpretation /attitudinalize the VE,reorient,IVoE,Yes,VoE; IVoE; ExAss,self,+ve,judgement,invoke,attitudinal token,antagonist,气,,,contract:proclaim,那是,
08:19.0,08:21.9,49,,,,,Wife_W01_WW,因为同学刚聚会..那二十多年没见,yīnwèi tóngxué gāng jùhuì.. Nà èrshí duō nián méi jiàn ,Because my classmates just got together.. we hadn't seen each other for more than 20 years,hostess,,说,VoE,同学聚会,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,self,+ve,judgement,invoke,evoke,,同学聚会,up:isolated,二十多年,contract:proclaim,因为,
08:21.9,08:26.8,49,,,,,Wife_W01_WW,第一次聚会的时候我们二十十几十几年跟着他,dì yīcì jùhuì de shíhòu wǒmen èrshíshí jǐ shí jǐ nián gēnzhe tā ,When we had the first reunion party I had married him for more than 20 dozen dozen of years,hostess,,,,,,,,,,,,,,,,,,,,,
08:26.8,08:29.0,49,,,,,Wife_W01_WW,我从来没有..没有一次出去玩过,wǒ cónglái méiyǒu.. Méiyǒu yīcì chūqù wánguò ,I had never...never went out to play even once,hostess,,,,,,,,,,self,+ve,judgement,invoke,denial,,没有,up:isolated,一次,contract:disclaim,从来,
08:29.0,08:30.8,49,,,,,Wife_W01_WW,就同学聚会那一次,jiù tóngxué jùhuì nà yī cì ,I only went out once for that classmate reunion,hostess,,,,,,,,,,self,+ve,judgement,invoke,up-scaling,,那一次,,,contract:proclaim,就,
08:30.8,08:32.3,49,,,,,Wife_W01_WW,就是玩到12点,jiùshì wán dào 12 diǎn ,I just stayed out until 12 o'clock,hostess,,,,,,,,,,,,,,,,,,,,,
08:32.3,08:33.8,49,,,,,Wife_W01_WW,他也是一直打电话,tā yěshì yīzhí dǎ diànhuà ,He kept calling me,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,一直,,,contract:disclaim,也,
08:33.8,08:38.4,49,,,,,Wife_W01_WW,一直从我说12点到家..12点没到..他就从12点开始打,yīzhí cóng wǒ shuō 12 diǎn dàojiā..12 Diǎn méi dào.. Tā jiù cóng 12 diǎn kāishǐ dǎ ,He kept calling since I said I would arrive home at 12 o’clock.. I didn’t arrive at 12 o’clock.. He started calling me from 12 o’clock,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,一直,up:isolated,从12点,contract:proclaim,就,
08:38.4,08:40.2,49,,,,,Wife_W01_WW,因为那次路上出了点状况,yīnwèi nà cì lùshàng chūle diǎn zhuàngkuàng ,Because something went wrong on our way back,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,出状况,down:isolated,点,contract:proclaim,因为,
08:40.2,08:42.8,49,,,,,Wife_W01_WW,就说走了..差不多离我家4公里的时候,jiù shuō zǒule.. Chàbùduō lí wǒjiā 4 gōnglǐ de shíhòu ,It's to say we drove back until.. almost 4 kilometers away from my home,hostess,,,,,,,,,,,,,,,,,,,,,
08:42.8,08:44.5,49,,,,,Wife_W01_WW,车子亮灯没油了,chēzi liàng dēng méi yóule ,The low fuel light turned on we ran out of fuel,hostess,VoE,,,,,,,,,,,,,,,,,,,,
08:44.5,08:45.2,49,,,,,Wife_W01_WW,又不敢走,yòu bù gǎn zǒu ,We dared not go further,hostess,,,,,,,,,,,,,,,,,,,,,
08:45.2,08:47.8,49,,,,,Wife_W01_WW,就掉头两三公里回去加油,jiù diàotóu liǎng sān gōnglǐ huíqù jiāyóu,We just took a U-turn and drove for two or three kilometers to a gas station,hostess,VoE,,,,,,,,,,,,,,,,,,,,
08:47.8,08:49.2,49,,,,,Wife_W01_WW,就耽误了,jiù dānwùle,We were delayed because of this,hostess,IVoE,,,,,,,,,,,,,,,,,,,,
08:49.2,08:50.7,49,,,,,Wife_W01_WW,本来是12点可以到家的,Běnlái shì 12 diǎn kěyǐ dàojiā de ,I could have arrived home at 12 o'clock,hostess,,,,,,,,,,,,,,,,,,,,,
08:50.7,08:51.6,49,,,,,Wife_W01_WW,结果是耽误了时间,jiéguǒ shì dānwùle shíjiān ,It turned out that we were delayed,hostess,,,,,,,,,,,,,,,,,,,,,
08:51.6,08:52.5,49,,,,,Wife_W01_WW,12点没到,12 diǎn méi dào ,I didn't arrive home before 12 o'clock,hostess,,,,,,,,,,,,,,,,,,,,,
08:52.5,08:54.6,49,,,,,Wife_W01_WW,然后从12开始就一直打电话,ránhòu cóng 12 kāishǐ jiù yīzhí dǎ diànhuà ,Then he started calling me continuously from 12,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,一直,up:isolated,从12点,contract:disclaim,就,
08:54.6,08:55.5,49,,,,,Wife_W01_WW,然后打电话,ránhòu dǎ diànhuà ,Then he called me,hostess,VoE,,,,,,,,,,,,,,,,,,,,
08:55.5,08:58.2,49,,,,,Wife_W01_WW,回来我肯定会烦..因为在车上有几个人,huílái wǒ kěndìng huì fán.. Yīnwèi zài chē shàng yǒu jǐ gèrén ,I efinitely was annoyed when I came back..because there were a few people in the car,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,烦,,,contract:proclaim,肯定,
08:58.2,09:00.4,49,,,,,Wife_W01_WW,回到家以后他就一直一直在讲,huí dàojiā yǐhòu tā jiù yīzhí yīzhí zài jiǎng ,When I got home he just kept kept saying,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,一直,,,contract:disclaim,就,
09:00.4,09:01.4,49,,,,,Wife_W01_WW,你去干什么,nǐ qù gànshénme ,What did you do,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,讲,,,monoglossic,,
09:01.4,09:02.9,49,,,,,Wife_W01_WW,为什么这个时候不到家,wèishéme zhège shíhòu bù dàojiā ,Why didn't you arrive home at this time,hostess,,,,,,,,,,,,,,,,,,,,,
09:02.9,09:05.0,49,,,,,Wife_W01_WW,说好的12点..为什么12点没到,shuō hǎo de 12 diǎn.. Wèishéme 12 diǎn méi dào ,You said 12 o'clock.. Why didn't you arrive at 12 o'clock,hostess,,,,,,,,,,,,,,,,,,,,,
09:05.0,09:07.2,49,,,,,Wife_W01_WW,然后我..我也不想跟他解释,ránhòu wǒ.. Wǒ yě bùxiǎng gēn tā jiěshì ,At that time I.. I didn't want to explain to him,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,不想,,,contract:proclaim,也,
09:07.2,09:08.9,49,,,,,Wife_W01_WW,然后当时我是是非常气,ránhòu dāngshí wǒ shì shì fēicháng qì,Then at that time I was was very angry,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,气,up:isolated,非常,contract:proclaim,是,
09:08.9,09:10.2,49,,,,,Wife_W01_WW,我就说了那些气话,Wǒ jiù shuōle nàxiē qì huà,I just said those words in anger,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,气,,,monoglossic,,
09:12.1,09:28.1,49,,,,voiceover,,voiceover,,,,,,,,,,,,,,,,,,,,,,,,
09:28.1,09:29.0,50,,,,Husband_W01_AH,Husband_W01_AH,不是气话,Bùshì qì huà,It was not words in anger,antagonist,,气话,IVoE,不是气话,reject or question the interpretation,challenge,IVoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,denial,,不是,,,monoglossic,,
09:29.0,09:41.7,50,,,,voiceover,,voiceover,,,,,,,,,,,,,,,,,,,,,,,,
09:41.7,09:45.1,51,,,,Husband_W01_AH,Husband_W01_AH,在家里的时候..跟我..她说要去..散一下心,Zài jiālǐ de shíhòu.. Gēn wǒ.. Tā shuō yào qù.. Sàn yīxià xīn ,When we were at home.. She said to me.. she said that she wanted to go.. to relax herself,hostess,VoE,,,,,,,,,,,,,,,,,,,,
09:45.1,09:46.2,51,,,,,Husband_W01_AH,好我说你去,hǎo wǒ shuō nǐ qù ,Ok I said you go,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,quotation:self,,我说,,,monoglossic,,
09:46.2,09:48.3,51,,,,,Husband_W01_AH,那天她就叫我不要联系她,nèitiān tā jiù jiào wǒ bùyào liánxì tā ,She told me not to contact her that day,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,叫,,,contract:proclaim,就,
09:48.3,09:50.7,51,,,,,Husband_W01_AH,那天..就真的是没联系,nèitiān.. Jiù zhēn de shì méi liánxì,That day.. I really didn't contact her,hostess,,,,,,,,,,self,+ve,judgement,invoke,contrast,,没联系,,,contract:proclaim,真的,
09:50.7,09:54.5,51,,,,,Husband_W01_AH,然后到晚上..差不多..六点钟七点钟..还没回来,ránhòu dào wǎnshàng.. Chàbùduō.. Liù diǎn zhōng qī diǎn zhōng.. Hái méi huílái ,Then at night.. about.. six or seven o'clock.. She didn't come back,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,没联系,up:isolated,六点钟,contract:disclaim:counter,还,
09:54.5,09:55.8,51,,,,,Husband_W01_AH,我就打电话你在哪里,wǒ jiù dǎ diànhuà nǐ zài nǎlǐ ,I just called her (saying) where are you,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,quotation:self,,打电话,,,monoglossic,,
09:55.8,09:58.8,51,,,,,Husband_W01_AH,她说..她说今天我不回来了,tā shuō.. Tā shuō jīntiān wǒ bù huíláile ,She said.. she said I won't come back today,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,她说,,,monoglossic,,
09:58.8,10:00.6,51,,,,,Husband_W01_AH,我在外面住,wǒ zài wàimiàn zhù ,I will stay out overnight,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,她说,,,monoglossic,,
10:00.6,10:02.9,51,,,,,Husband_W01_AH,不知道她到她那天是到哪里去玩,bù zhīdào tā dào tā nèitiān shì dào nǎlǐ qù wán ,I didn't know where she went that day,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不知道,,,monoglossic,,
10:02.9,10:05.6,51,,,,,Husband_W01_AH,也不知道她是跟谁去玩了,yě bù zhīdào tā shì gēn shéi qù wánle ,I didn't know with who she went away,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不知道,,,monoglossic,,
10:05.6,10:07.3,51,,,,,Husband_W01_AH,她就发了一些朋友圈,tā jiù fāle yīxiē péngyǒu quān ,She published some posts on her WeChat moments,hostess,VoE,,,,,,,,,,,,,,,,,,,,
10:07.3,10:09.1,51,,,,,Husband_W01_AH,然后她就..不回来,ránhòu tā jiù.. Bù huílái ,Then she just.. didn't come back,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不回来,,,contract:disclaim,就,
10:09.1,10:11.1,51,,,,,Husband_W01_AH,她就飞..到..北京,tā jiù fēi.. Dào.. Běijīng,She flew..to..Beijing,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,contract:disclaim,就,
10:11.1,10:15.0,51,,,,,Husband_W01_AH,第二天早上8点钟打到10点钟都没人接,Dì èr tiān zǎoshang 8 diǎn zhōng dǎ dào 10 diǎn zhōng dōu méi rén jiē ,She didnanswered the call from 8 o'clock to 10 o'clock the next morning,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,没人接,up:isolated,第二天,contract:disclaim,都,
10:15.0,10:17.0,51,,,,,Husband_W01_AH,那时候就担心死了是吧,nà shíhòu jiù dānxīn sǐle shì ba ,I was extremely worried at that time right,hostess,ExAss,,,,,,,,,self,+ve,judgement,invoke,attitudinal token,antagonist,担心,up:isolated,死了,expand:entertain,是吧,是吧
10:17.0,10:18.8,51,,,,,Husband_W01_AH,担心她发生什么事啊什么的哈,dānxīn tā fāshēng shénme shì a shénme de hā ,I worried about what happened to her,hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,attitudinal token,antagonist,担心,,,expand:entertain,什么,哈
10:18.8,10:22.5,51,,,,,Husband_W01_AH,然后她在那里..本来是..三天回来..四天回来,ránhòu tā zài nàlǐ.. Běnlái shì.. Sān tiān huílái.. Sì tiān huílái ,Then she was there..previously she would.. Be back in three days.. Be back in four days,hostess,VoE,,,,,,,,,,,,,,,,,,,,
10:22.5,10:24.4,51,,,,,Husband_W01_AH,结果她..一个礼拜回来,jiéguǒ tā.. Yīgè lǐbài huílái ,The result was she.. came back one week later,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,一个礼拜,,,contract:disclaim:counter,结果,
10:24.4,10:26.4,51,,,,,Husband_W01_AH,她也没有跟我怎么去解释,tā yě méiyǒu gēn wǒ zěnme qù jiěshì,She didn't explain to me either,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,没解释,down:isolated,怎么,contract:disclaim:counter,也,
10:26.4,10:27.6,52,,,,Wife_W01_WW,Wife_W01_WW,我来回答一下哈,Wǒ lái huídá yīxià hā ,Let me give an answer,hostess,,,,,,,,,,,,,,,,,,,,,
10:27.6,10:29.3,52,,,,,Wife_W01_WW,我是跟他吵..吵架走的,wǒ shì gēn tā chǎo.. Chǎojià zǒu de ,I left because I had an argument..an argument with him,hostess,,,VoE,吵架走的,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,self,+ve,judgement,invoke,evoke,,吵架,,,contract:proclaim,是的,
10:29.3,10:31.4,52,,,,,Wife_W01_WW,公司所有的事情他都不管,gōngsī suǒyǒu de shìqíng tā dōu bùguǎn ,He didn't care about anyting of the company business at all,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不管,up:isolated,所有的,contract:disclaim,都,
10:31.4,10:32.8,52,,,,,Wife_W01_WW,然后我就压力太大了,ránhòu wǒ jiù yālì tài dàle yālì tài dà ,Then I had too much pressure,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,压力,up:isolated,太……了,contract:proclaim,就,
10:32.8,10:34.8,52,,,,,Wife_W01_WW,压力太大我说我就要出去散一下心,wǒ shuō wǒ jiù yào chūqù sàn yīxià xīn ,With too much pressure I said I just wanted to go out and relax,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,压力,up:isolated,太……了,expand:attribute,我说,
10:34.8,10:37.3,52,,,,,Wife_W01_WW,一直想出..去的地方..我就是想去北京,yīzhí xiǎng chū.. Qù dì dìfāng.. Wǒ jiùshì xiǎng qù běijīng ,A place I had always been wanted to..a place to go.. I had been wanted to go to Beijing,hostess,,,,,,,,,,,,,,,,,,,,,
10:37.3,10:40.8,52,,,,,Wife_W01_WW,我说..要不我直接飞北京去玩两天哈,wǒ shuō.. Yào bù wǒ zhíjiē fēi běijīng qù wán liǎng tiān hā ,I said.. In that case let me fly directly to Beijing and stay a couple of days there,hostess,,,,,,,,,,self,+ve,judgement,invoke,quotation:self,,我说,,,monoglossic,,哈
10:40.8,10:43.7,52,,,,,Wife_W01_WW,晚上一点多..我是在网上订的酒店,wǎnshàng yīdiǎn duō.. Wǒ shì zài wǎngshàng dìng de jiǔdiàn ,Around 1 am.. I booked a hotel online,hostess,,,,,,,,,,,,,,,,,,,,,
10:43.7,10:46.6,52,,,,,Wife_W01_WW,在网上订..订的时候是看..离机场比较近,zài wǎngshàng dìng.. Dìng de shíhòu shì kàn.. Lí jīchǎng bǐjiào jìn ,I booked it online.. When I made the booking I checked.. The hotel was relativelly close to the airport,hostess,,,,,,,,,,,,,,,,,,,,,
10:46.6,10:48.9,52,,,,,Wife_W01_WW,结果是有几十公里到酒店,jiéguǒ shì yǒu jǐ shí gōnglǐ dào jiǔdiàn ,It turned out that the hotel was dozens of kilometers from the airport,hostess,,,,,,,,,,,,,,,,,,,,,
10:48.9,10:50.8,52,,,,,Wife_W01_WW,到了酒店就差不多两点了,dàole jiǔdiàn jiù chàbùduō liǎng diǎnle,When I arrived at the hotel it was almost 2 pm,hostess,,,,,,,,,,,,,,,,,,,,,
10:50.8,10:52.1,52,,,,,Wife_W01_WW,两点就洗澡睡觉,liǎng diǎn jiù xǐzǎo shuìjiào ,2 am then I took a shower and went to bed,hostess,,,,,,,,,,,,,,,,,,,,,
10:52.1,10:53.9,52,,,,,Wife_W01_WW,睡到十点多才醒,shuì dào shí diǎn duōcái xǐng,I slept until 10 am,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,,,,monoglossic,,
10:53.9,10:55.8,52,,,,,Wife_W01_WW,本来是准备三四天回来的,Běnlái shì zhǔnbèi sānsì tiān huílái de ,I had previously planned to come back in three or four days,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,,,,contract:proclaim,是的,
10:55.8,10:58.4,52,,,,,Wife_W01_WW,然后..我同学看到我发朋友圈我在北京,ránhòu.. Wǒ tóngxué kàn dào wǒ fā péngyǒu quān wǒ zài běijīng ,Then..my classmate he saw my WeChat moments and knew I was in Beijing,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,,,,monoglossic,,
10:58.4,10:59.5,52,,,,,Wife_W01_WW,然后他说他也在北京哈,ránhòu tā shuō tā yě zài běijīng hā ,Then he said he was in Beijing too,hostess,,,,,,,,,,,,,,,,,,,,,
