begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,arguable.move,issue at stake,substance,whats offered,strategy.detail,strategy,strategy.meaning,option,option.details,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
29:59.6,30:01.5,112,,,,,M_Hu_W02,或者呢..会放大对方的缺点,,,couple,,,,,,,,,,,,,,,,,,,,,
30:01.5,30:06.3,112,,,,,M_Hu_W02,所以这个时候...我要说一个观点,,,couple,,,,,,,,,,,,,,,,,,,,,
30:06.3,30:13.3,112,,,,,M_Hu_W02,就是..婚姻质量好不好...并不是看家里面没有发生什么,,,couple,,,,,,,,,,,,,,,,,,,,,
30:13.3,30:16.2,112,,,,,M_Hu_W02,它一定会发生一些冲突..矛盾,,,couple,,,,,,,,,,,,,,,,,,,,,
30:16.2,30:20.6,112,,,,,M_Hu_W02,而是要看发生之后...继续发生了什么,,,couple,,,,,,,,,,,,,,,,,,,,,
30:20.6,30:24.0,112,,,,,M_Hu_W02,就是...出现了这种难以避免的情况,,,couple,,,,,,,,,,,,,,,,,,,,,
30:24.0,30:25.4,112,,,,,M_Hu_W02,两个人怎么处理,,,couple,,,,,,,,,,,,,,,,,,,,,
30:25.4,30:29.0,112,,,,,M_Hu_W02,这个时候需要我们更..更多的沟通,,,couple,,,,,,,,,,,,,,,,,,,,,
30:29.0,30:32.2,112,,,,,M_Hu_W02,需要我们更多..冷静地处理,,,couple,,,,,,,,,,,,,,,,,,,,,
30:32.2,30:36.5,112,,,,,M_Hu_W02,而这一点..在两位的生活里面我认为..都是缺的,,,couple,,,,,,,,,,,,,,,,,,,,,
30:36.5,30:40.0,112,,,,,M_Hu_W02,你看到刘女士..跟别人沟通,,,husband,,,,,,,,,,,,,,,,,,,,,
30:40.0,30:41.7,112,,,,,M_Hu_W02,会难受,,,husband,,,,,,,,,,,,,,,,,,,,,
30:41.7,30:44.9,112,,,,,M_Hu_W02,问题上你有没有..先冷静地思考一下,,,husband,,,,,,,,,,,,,,,,,,,,,
30:44.9,30:48.4,112,,,,,M_Hu_W02,更多地从她的角度..去感受一下,,,husband,,,,,,,,,,,,,,,,,,,,,
30:48.4,30:52.0,112,,,,,M_Hu_W02,如果没有...而仅仅只有情绪的话,,,husband,,,,,,,,,,,,,,,,,,,,,
30:52.0,30:56.0,112,,,,,M_Hu_W02,等待着你的...就是两个人的距离..越来越远,,,husband,,,,,,,,,,,,,,,,,,,,,
30:56.0,31:00.7,112,,,,,M_Hu_W02,那刘女士呢...你会看到..李先生有些时候让你不太满意,,,wife,,,,,,,,,,,,,,,,,,,,,
31:00.7,31:03.7,112,,,,,M_Hu_W02,甚至..他的行为会让你..很窒息,,,wife,,,,,,,,,,,,,,,,,,,,,
31:03.7,31:08.4,112,,,,,M_Hu_W02,但是...你首先要看到...之前先发生了什么,,,wife,,,,,,,,,,,,,,,,,,,,,
31:08.4,31:12.0,112,,,,,M_Hu_W02,所以没有必要..马上就那么绝望,,,wife,,,,,,,,,,,,,,,,,,,,,
31:12.0,31:14.9,112,,,,,M_Hu_W02,马上..就要向外求,,,wife,,,,,,,,,,,,,,,,,,,,,
31:14.9,31:16.5,112,,,,,M_Hu_W02,要找人去倾诉,,,wife,,,,,,,,,,,,,,,,,,,,,
31:16.5,31:21.4,112,,,,,M_Hu_W02,所以...我弄这个测试...就想提醒两位,,,couple,,,,,,,,,,,,,,,,,,,,,
31:21.4,31:24.4,112,,,,,M_Hu_W02,跳出来看,,,couple,,,,,,,,,,,,,,,,,,,,,
31:24.4,31:25.7,112,,,,,M_Hu_W02,拉开看,,,couple,,,,,,,,,,,,,,,,,,,,,
31:25.7,31:28.0,112,,,,,M_Hu_W02,看之间发生的这些事情,,,couple,,,,,,,,,,,,,,,,,,,,,
31:28.0,31:31.6,112,,,,,M_Hu_W02,有没有必要把对方全盘否定,,,couple,,,,,,,,,,,,,,,,,,,,,
31:32.3,31:56.5,112,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
31:56.6,32:00.5,113,,,,M_Li_W02,M_Li_W02,刚刚..我们老师..说了这么多..你现在有什么想法啊,Gānggāng.. Wǒmen lǎoshī.. Shuōle zhème duō.. Nǐ xiànzài yǒu shé me xiǎngfǎ a ,Just now.. our teachers.. said so much.. What's in your mind now ,wife,,,,,,,,,,,,,,,,,,,,,
32:00.6,32:03.2,114,,,,Wife_W02_WW,Wife_W02_WW,我对这段婚姻...已经是没希望了,wǒ duì zhè duàn hūnyīn... Yǐjīng shì méi xīwàngle ,For this marriage… I have no hope any longer ,female mediator,,,,,,,,,,relationship,-ve,appreciation,inscribe,,,没希望,,,contract:proclaim,已经,
32:03.1,32:03.6,115,,,,M_Li_W02,M_Li_W02,嗯,ń,hmm,wife,,,,,,,,,,,,,,,,,,,,,
32:03.2,32:04.7,116,,,,Wife_W02_WW,Wife_W02_WW,不想跟他过,bùxiǎng gēn tāguò ,I don't want to live the life with him,female mediator,,,,,,,,,,antagonist,-ve,judgement,invoke,irrealis Affect,,跟他过,,,expand:entertain,不想,
32:04.7,32:06.6,116,,,,,Wife_W02_WW,我心里过不了那个坎,wǒ xīnlǐguò bu le nàgè kǎn ,I can't pass that hurdle in my heart ,female mediator,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,过不了坎,,,monoglossic,,
32:06.6,32:08.9,117,,,,M_Li_W02,M_Li_W02,嗯..你过不了的坎是什么,hmm.. Nǐguò bu le de kǎn shì shénme ,Hmm...what is the hurdle you can't pass ,wife,,,,,,,,,,,,,,,,,,,,,
32:08.9,32:10.0,118,,,,Wife_W02_WW,Wife_W02_WW,他打我,tā dǎ wǒ,He beats me,female mediator,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,打,,,monoglossic,,
32:10.0,32:10.5,119,,,,M_Li_W02,M_Li_W02,嗯,ń,hmm,wife,,,,,,,,,,,,,,,,,,,,,
32:10.5,32:20.6,119,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
32:20.6,32:22.1,120,,,,M_Li_W02,M_Li_W02,当然..他打人是一定不对的,Dāngrán.. Tā dǎ rén shì yīdìng bùduì de ,Of course.. it is definitely wrong for him to beat you,wife,,,,,,,,,,,,,,,,,,,,,
32:22.1,32:28.6,120,,,,,M_Li_W02,但是关键是在于..他在心里面..可能一直在看到你和这个..男性朋友,dànshì guānjiàn shì zàiyú.. Tā zàixīn lǐmiàn.. Kěnéng yīzhí zài kàn dào nǐ hé zhège.. Nánxìng péngyǒu ,But the point is.. he is in his heart..maybe when seeing you and this.. male friend,wife,,,,,,,,,,,,,,,,,,,,,
32:28.6,32:31.3,120,,,,,M_Li_W02,这种一直...没有结束,zhè zhǒng yīzhí... Méiyǒu jiéshù ,The connection has been..not over,wife,,,,,,,,,,,,,,,,,,,,,
32:31.3,32:35.2,120,,,,,M_Li_W02,对他来说其实...每一天都是不安定和挣扎的,duì tā lái shuō qíshí... Měi yītiān dū shì bù āndìng hé zhēngzhá de ,For him...every day is unstable and struggling,wife,,,,,,,,,,,,,,,,,,,,,
32:35.2,32:37.7,120,,,,,M_Li_W02,你想过他的挣扎煎熬没有,nǐ xiǎngguò tā de zhēngzhá jiān'áo méiyǒu ,Have you ever thought about his struggle and suffer,wife,,,,,,,,,,,,,,,,,,,,,
32:37.7,32:43.3,120,,,,,M_Li_W02,所以现在我..我是这个意思...如果说你的丈夫..他愿意做出改变,suǒyǐ xiànzài wǒ.. Wǒ shì zhège yìsi... Rúguǒ shuō nǐ de zhàngfū.. Tā yuànyì zuò chū gǎibiàn,So now I.. I mean this... if your husband.. If he is willing to make a change,wife,,,,,,,,,,,,,,,,,,,,,
32:43.3,32:46.3,120,,,,,M_Li_W02,因为那边..我们..陈兴东老师也在跟他聊,yīnwèi nà biān.. Wǒmen.. Chénxìngdōng lǎoshī yě zài gēn tā liáo ,Because over there..we.. Mr. Chen Xingdong is also talking to him,wife,,,,,,,,,,,,,,,,,,,,,
32:46.3,32:50.7,120,,,,,M_Li_W02,如果..他再犯..你可以..就比方说随时提出我要..我要离开,rúguǒ.. Tā zàifàn.. Nǐ kěyǐ.. Jiù bǐfāng shuō suíshí tíchū wǒ yào.. Wǒ yào líkāi ,If..he beats you again..you can..just for example raise the issue any time that I want to..I want to leave,wife,,,,,,,,,,,,,,,,,,,,,
32:50.7,32:54.1,120,,,,,M_Li_W02,但是...在此之前..我们能不能做一个调整,dànshì... Zài cǐ zhīqián.. Wǒmen néng bùnéng zuò yīgè tiáozhěng ,But... before that... can we make an adjustment,wife,,,,,,,,,,,,,,,,,,,,,
32:54.1,32:56.3,121,,,,Wife_W02_WW,Wife_W02_WW,我对他恨之入骨,wǒ duì tā hèn zhī rùgǔ ,I hate him to the bone,female mediator,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,恨之入骨,up:infused,恨之入骨,monoglossic,,
32:56.3,32:58.2,121,,,,,Wife_W02_WW,我不想再继续了,wǒ bùxiǎng zài jìxùle,I don't want to continue any longer,female mediator,,,,,,,,,,antagonist,-ve,judgement,invoke,irrealis Affect,,不想继续,,,expand:entertain,不想,
32:58.2,33:14.7,121,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
33:14.8,33:20.5,122,,,,M_Chen_W02,M_Chen_W02,女士是喜欢男人就是...用一种表达的方式...去体会的,Nǚshì shì xǐhuān nánrén jiùshì... Yòng yī zhǒng biǎodá de fāngshì... Qù tǐhuì de ,Ladies would like men to just..use some expressions..to experience them,husband,,,,,,,,,,,,,,,,,,,,,
33:20.5,33:22.0,122,,,,,M_Chen_W02,你可能做得很好,nǐ kěnéng zuò dé hěn hǎo ,You might be well in doing real work,husband,,,,,,,,,,,,,,,,,,,,,
33:22.0,33:25.1,122,,,,,M_Chen_W02,可能在..语言表达方面啊..可能弱一些,kěnéng zài.. Yǔyán biǎodá fāngmiàn a.. Kěnéng ruò yīxiē ,It may be in terms of.. language expression.. you may be weaker,husband,,,,,,,,,,,,,,,,,,,,,
33:25.1,33:26.8,123,,,,Husband_W02_AH,Husband_W02_AH,你说的道理..其实我都知道,nǐ shuō de dàolǐ.. Qíshí wǒ dū zhīdào ,What you said.. Actually I know all of them,male mediator,,,,,,,,,,,,,,,,,,,,,
33:26.8,33:29.9,123,,,,,Husband_W02_AH,就是有些时候说句难听话..拒绝啊,jiùshì yǒuxiē shíhòu shuō jù nán tīnghuà.. Jùjué a,It’s just that sometimes Let me say something awkward.. She rejects me,male mediator,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,拒绝,,,expand:entertain,说句难听的话,
33:29.9,33:32.8,124,,,,M_Chen_W02,M_Chen_W02,但是我..比如说..如果你有时候不太好用嘴巴说,Dànshì wǒ.. Bǐrú shuō.. Rúguǒ nǐ yǒu shíhòu bù tài hǎo yòng zuǐbā shuō ,But I.. for example.. if you sometimes don’t speak well with your mouth,husband,,,,,,,,,,,,,,,,,,,,,
33:32.8,33:33.9,124,,,,,M_Chen_W02,你可以用写,nǐ kěyǐ yòng xiě ,You can write,husband,,,,,,,,,,,,,,,,,,,,,
33:33.9,33:36.7,124,,,,,M_Chen_W02,她到底是喜欢怎样的一种..表达,tā dàodǐ shì xǐhuān zěnyàng de yī zhǒng.. Biǎodá ,What kind of expression does she.. Like,husband,,,,,,,,,,,,,,,,,,,,,
33:36.7,33:38.0,124,,,,,M_Chen_W02,你要心里明白,nǐ yào xīnlǐ míngbái ,You have to understand it in your heart,husband,,,,,,,,,,,,,,,,,,,,,
33:38.0,33:40.1,124,,,,,M_Chen_W02,只有真正走进她的内心的话,zhǐyǒu zhēnzhèng zǒu jìn tā de nèixīn dehuà ,Only the words that really come into her heart,husband,,,,,,,,,,,,,,,,,,,,,
33:40.1,33:42.0,124,,,,,M_Chen_W02,才能解决真正的问题,cáinéng jiějué zhēnzhèng de wèntí ,can solve the real problem,husband,,,,,,,,,,,,,,,,,,,,,
33:42.0,33:49.1,124,,,,,M_Chen_W02,但是我建议你啊..就是在..你们情感修复的初期..你不要像那段时间样的..动不动就要去查她查她,dànshì wǒ jiànyì nǐ a.. Jiùshì zài.. Nǐmen qínggǎn xiūfù de chūqí.. Nǐ bùyào xiàng nà duàn shíjiān yàng de.. Dòngbùdòng jiù yào qù chá tā chá tā ,But I suggest you.. It is that..in the early stage of your relationshp restoration.. Don’t do what you did in the past.. Such as checking her whenever you want,husband,,,,,,,,,,,,,,,,,,,,,
33:49.1,33:51.5,124,,,,,M_Chen_W02,另外一个千万不能动手,lìngwài yīgè qiān wàn bùnéng dòngshǒu ,The other thing is you must not beat her,husband,,,,,,,,,,,,,,,,,,,,,
33:51.5,33:52.7,125,,,,Husband_W02_AH,Husband_W02_AH,先动手的是她,xiān dòngshǒu de shì tā ,She was the first to beat me,male mediator,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,先动手,,,contract:proclaim,是,
33:52.7,33:54.8,126,,,,M_Chen_W02,M_Chen_W02,你这点一定要做到..好不好,nǐ zhè diǎn yīdìng yào zuò dào.. Hǎobù hǎo ,You must obey this rule.. OK,husband,,,,,,,,,,,,,,,,,,,,,
33:54.8,33:55.3,127,,,,Husband_W02_AH,Husband_W02_AH,好的,hǎo de,Ok,male mediator,,,,,,,,,,,,,,,,,,,,,
33:55.3,34:06.3,127,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
34:06.3,34:09.1,128,,,,M_Chen_W02,M_Chen_W02,他还是..想努力去..变得更好,Tā háishì.. Xiǎng nǔlì qù.. Biàn dé gèng hǎo,He still..want to work hard..to get better,wife,,,,,,,,,,,,,,,,,,,,,
34:09.1,34:11.9,128,,,,,M_Chen_W02,其实..他会用..用更大的耐心,qíshí.. Tā huì yòng.. Yòng gèng dà de nàixīn ,Actually.. he will use..use greater patience,wife,,,,,,,,,,,,,,,,,,,,,
34:11.9,34:13.2,128,,,,,M_Chen_W02,更大的改变,gèng dà de gǎibiàn ,and bigger change,wife,,,,,,,,,,,,,,,,,,,,,
34:13.2,34:14.8,128,,,,,M_Chen_W02,来面对你,lái miàn duì nǐ ,to face you,wife,,,,,,,,,,,,,,,,,,,,,
34:14.8,34:17.4,128,,,,,M_Chen_W02,我觉得他态度还真的是..还是蛮诚恳的,wǒ juédé tā tàidù hái zhēn de shì.. Háishì mán chéngkěn de ,I think his attitude is really.. quite sincere,wife,,,,,,,,,,,,,,,,,,,,,
34:17.4,34:21.5,128,,,,,M_Chen_W02,所以我也希望就是..你啊..你也..敞开点心扉,suǒyǐ wǒ yě xīwàng jiùshì.. Nǐ a.. Nǐ yě.. Chǎngkāi diǎn xīnfēi ,So I also hope that's to say..you...you also..open your heart,wife,,,,,,,,,,,,,,,,,,,,,
34:21.5,34:23.6,128,,,,,M_Chen_W02,能让他进入到你心里来,néng ràng tā jìnrù dào nǐ xīnlǐ lái,Let him come into your heart,wife,,,,,,,,,,,,,,,,,,,,,
34:23.6,34:26.3,129,,,,Wife_W02_WW,Wife_W02_WW,不是..我跟他说..他也成天就是说,Bùshì.. Wǒ gēn tā shuō.. Tā yě chéngtiān jiùshì shuō ,No.. I told him.. He also said all day long,male mediator,,,,,,,,,,,,,,,,,,,,,
34:26.3,34:27.8,129,,,,,Wife_W02_WW,你说了算...你说了算,nǐ shuōle suàn... Nǐ shuōle suàn ,You have the final say...you have the final say,male mediator,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,他说,,,contract:proclaim,就,
34:27.8,34:29.3,129,,,,,Wife_W02_WW,他没有一点责任,tā méiyǒu yīdiǎn zérèn ,He has no responsibility at all,male mediator,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,没责任,up:isolated,一点,monoglossic,,
34:29.3,34:33.7,129,,,,,Wife_W02_WW,从来..不会说...哎呀..这个事我来做..或者怎么样,cónglái.. Bù huì shuō... Āiyā.. Zhège shì wǒ lái zuò.. Huòzhě zěnme yàng ,He never.. says...Oh.. Let me do this...or things like that,male mediator,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不说,up:isolated,从来,contract:proclaim,从来,
34:33.7,34:35.7,130,,,,M_Chen_W02,M_Chen_W02,那以后你就教会他,nà yǐhòu nǐ jiù jiàohuì tā ,Then in the future you teach him,wife,,,,,,,,,,,,,,,,,,,,,
34:35.7,34:37.4,130,,,,,M_Chen_W02,你说..好...你说我说了算,nǐ shuō.. Hǎo... Nǐ shuō wǒ shuōle suàn ,You say..ok..you say I have the final say,wife,,,,,,,,,,,,,,,,,,,,,
34:37.4,34:38.3,130,,,,,M_Chen_W02,我现在说了算,wǒ xiànzài shuōle suàn ,I have the final say now,wife,,,,,,,,,,,,,,,,,,,,,
34:38.3,34:39.6,130,,,,,M_Chen_W02,这个事..由你来做,zhège shì.. Yóu nǐ lái zuò ,This matter.. you do it,wife,,,,,,,,,,,,,,,,,,,,,
34:39.6,34:41.2,130,,,,,M_Chen_W02,不就可以了吗,bù jiù kěyǐle ma ,That's it,wife,,,,,,,,,,,,,,,,,,,,,
34:41.2,34:44.1,130,,,,,M_Chen_W02,重新去体会..用新的一种眼光去看待这个男人,chóngxīn qù tǐhuì.. Yòng xīn de yī zhǒng yǎnguāng qù kàndài zhège nánrén ,Re-experience it.. look at this man with a new view,wife,,,,,,,,,,,,,,,,,,,,,
34:44.1,34:47.2,130,,,,,M_Chen_W02,我觉得..还是很有必要的,wǒ juédé.. Háishì hěn yǒu bìyào de,I think.. It is quite necessary,wife,,,,,,,,,,,,,,,,,,,,,
34:48.0,35:09.8,130,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
35:10.6,35:21.6,131,,,,Wife_W02_WW,Wife_W02_WW,(cry),(Cry) ,(cry),husband,,,,,,,,,,,,,,,,,,,,,
35:21.6,35:23.2,131,,,,,Wife_W02_WW,我为你付出这么多,wǒ wèi nǐ fùchū zhème duō ,I have sacrifised so much for you,husband,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,为你付出,up:infused,这么多,monoglossic,,
35:23.2,35:24.9,131,,,,,Wife_W02_WW,为这个家付出了这么多,wèi zhège jiā fùchūle zhème duō ,I have given so much for this family,husband,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,为家付出,up:infused,这么多,monoglossic,,
35:27.1,35:29.1,131,,,,,Wife_W02_WW,我心里恨你入骨,wǒ xīnlǐ hèn nǐ rùgǔ ,I hate you to the bone,husband,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,恨之入骨,up:infused,恨之入骨,monoglossic,,
35:29.1,35:30.5,131,,,,,Wife_W02_WW,恨之入骨,hèn zhī rùgǔ ,I hate you to the bone,husband,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,恨之入骨,up:infused,恨之入骨,monoglossic,,
35:30.5,35:33.0,131,,,,,Wife_W02_WW,(cry),(cry),(cry),husband,,,,,,,,,,,,,,,,,,,,,
35:33.0,35:46.6,131,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
35:46.6,35:48.6,132,,,,Hostess_W02,Hostess_W02,欢迎收看江西卫视..金牌调解,,,couple,,,,,,,,,,,,,,,,,,,,,
35:48.6,35:51.5,132,,,,,Hostess_W02,我们的节目在手机江西台也会同步播出,,,couple,,,,,,,,,,,,,,,,,,,,,
35:51.5,35:57.4,132,,,,,Hostess_W02,您只要扫描屏幕下方的二维码...下载一个官方的APP..就可以随时随地收看我们的节目了,,,couple,,,,,,,,,,,,,,,,,,,,,
35:57.4,36:00.2,132,,,,,Hostess_W02,好的..从密室出来..继续回到调解现场,,,couple,,,,,,,,,,,,,,,,,,,,,
36:00.2,36:04.2,132,,,,,Hostess_W02,两位...我们密室出来之后呢...拟了一份协议,,,couple,,,,,,,,,,,,,,,,,,,,,
36:04.2,36:06.1,132,,,,,Hostess_W02,我们先来听一下..好不好,,,couple,,,,,,,,,,,,,,,,,,,,,
36:06.1,36:09.7,132,,,,,Hostess_W02,协议的甲方是..李先生...乙方是刘女士,,,couple,,,,,,,,,,,,,,,,,,,,,
36:09.7,36:11.6,132,,,,,Hostess_W02,协议一共有三条,,,couple,,,,,,,,,,,,,,,,,,,,,
36:11.6,36:15.4,132,,,,,Hostess_W02,第一条...男方承诺...今后杜绝暴力,,,couple,,,,,,,,,,,,,,,,,,,,,
36:15.4,36:16.7,132,,,,,Hostess_W02,充分信任妻子,,,couple,,,,,,,,,,,,,,,,,,,,,
36:16.7,36:17.6,132,,,,,Hostess_W02,理解妻子,,,couple,,,,,,,,,,,,,,,,,,,,,
36:17.6,36:19.4,132,,,,,Hostess_W02,遇事冷静沟通,,,couple,,,,,,,,,,,,,,,,,,,,,
36:19.4,36:21.3,132,,,,,Hostess_W02,生活中保持积极状态,,,couple,,,,,,,,,,,,,,,,,,,,,
36:21.3,36:23.6,132,,,,,Hostess_W02,协助妻子处理家长事务,,,couple,,,,,,,,,,,,,,,,,,,,,
36:23.6,36:26.0,132,,,,,Hostess_W02,承担更多的家庭责任,,,couple,,,,,,,,,,,,,,,,,,,,,
36:26.0,36:28.5,132,,,,,Hostess_W02,第二条...女方承诺,,,couple,,,,,,,,,,,,,,,,,,,,,
36:28.5,36:31.2,132,,,,,Hostess_W02,今后杜绝冷暴力和语言暴力,,,couple,,,,,,,,,,,,,,,,,,,,,
36:31.2,36:33.7,132,,,,,Hostess_W02,做到家中经济公开..透明,,,couple,,,,,,,,,,,,,,,,,,,,,
36:33.7,36:35.4,132,,,,,Hostess_W02,积极处理家中矛盾,,,couple,,,,,,,,,,,,,,,,,,,,,
36:35.4,36:37.5,132,,,,,Hostess_W02,第三条...双方承诺,,,couple,,,,,,,,,,,,,,,,,,,,,
36:37.5,36:39.6,132,,,,,Hostess_W02,夫妻之间彼此忠诚,,,couple,,,,,,,,,,,,,,,,,,,,,
36:39.6,36:40.6,132,,,,,Hostess_W02,平等沟通,,,couple,,,,,,,,,,,,,,,,,,,,,
36:40.6,36:41.6,132,,,,,Hostess_W02,相互尊重,,,couple,,,,,,,,,,,,,,,,,,,,,
36:41.6,36:43.3,132,,,,,Hostess_W02,给彼此半年时间,,,couple,,,,,,,,,,,,,,,,,,,,,
36:43.3,36:46.1,132,,,,,Hostess_W02,视情况...在做..最终的决定,,,couple,,,,,,,,,,,,,,,,,,,,,
36:46.1,36:47.1,132,,,,,Hostess_W02,可以吗..两位,,,couple,,,,,,,,,,,,,,,,,,,,,
36:47.1,36:47.4,133,,,,Husband_W02_AH,Husband_W02_AH,好的,Hǎo de ,Ok,hostess,,,,,,,,,,,,,,,,,,,,,
36:47.7,36:49.9,134,,,,Hostess_W02,Hostess_W02,那我们先签协议..好吧,nà wǒmen xiān qiān xiéyì.. Hǎo ba ,Let's sign the agreement first.. okay,couple,,,,,,,,,,,,,,,,,,,,,
36:57.2,36:59.9,134,,,,,Hostess_W02,其实两位来到这的时候是带着很多疑问的,qíshí liǎng wèilái dào zhè de shíhòu shì dàizhe hěnduō yíwèn de ,Actually the two of you came here with a lot of puzzles,couple,,,,,,,,,,,,,,,,,,,,,
36:59.9,37:06.3,134,,,,,Hostess_W02,我不知道现在...对于你们之间的...过往..还有对于未来..有没有理清楚一些思路,wǒ bù zhīdào xiànzài... Duìyú nǐmen zhī jiān de... Guòwǎng.. Hái yǒu duìyú wèi lái.. Yǒu méiyǒu lǐ qīngchǔ yīxiē sīlù ,I don’t know now..for the relationship between you...the past...and for the future…do you have a clearer idea,couple,,,,,,,,,,,,,,,,,,,,,
37:06.6,37:08.5,135,,,,Husband_W02_AH,Husband_W02_AH,重新...理解她,chóngxīn... Lǐjiě tā ,I will re...understand her,hostess,,,,,,,,,,self,+ve,judgement,invoke,irrealis Affect,,理解她,,,monoglossic,,
37:08.5,37:10.6,135,,,,,Husband_W02_AH,尽量...把自己做好吧,jǐnliàng... Bǎ zìjǐ zuò hǎo ba ,I will try to...do my part well,hostess,,,,,,,,,,self,+ve,judgement,inscribe,,,做好自己,down:isolated,尽量,expand:entertain,吧,吧
37:10.6,37:14.3,135,,,,,Husband_W02_AH,对家庭..对夫人吧...负责任,duì jiātíng.. Duì fūrén ba... Fù zérèn,I will to the family.. to my wife…be responsible,hostess,,,,,,,,,,self,+ve,judgement,inscribe,,,负责任,,,expand:entertain,吧,吧
37:14.4,37:17.2,136,,,,Hostess_W02,Hostess_W02,更多的是去看到她内心需要什么..对吧,Gèng duō de shì qù kàn dào tā nèixīn xūyào shénme.. Duì ba ,It's more about to see what she needs in her heart.. right,husband,,,,,,,,,,,,,,,,,,,,,
37:17.2,37:18.3,136,,,,,Hostess_W02,给到她,gěi dào tā ,and give it to her,husband,,,,,,,,,,,,,,,,,,,,,
37:18.3,37:20.0,136,,,,,Hostess_W02,刘女士呢,liú nǚshì ne ,How about Ms. Liu,wife,,,,,,,,,,,,,,,,,,,,,
37:20.0,37:21.4,137,,,,Wife_W02_WW,Wife_W02_WW,他愿意改变,tā yuànyì gǎibiàn ,He is willing to change,hostess,,,,,,,,,,antagonist,+ve,judgement,inscribe,,,愿意改变,,,monoglossic,,
37:21.4,37:23.5,137,,,,,Wife_W02_WW,我也愿意..再给他一次机会,wǒ yě yuànyì.. Zài gěi tā yīcì jīhuì ,I am also willing.. To give him another chance,hostess,,,,,,,,,,self,+ve,judgement,inscribe,,,给他机会,,,expand:entertain,愿意,
37:23.5,37:25.4,137,,,,,Wife_W02_WW,我做得不对的地方,wǒ zuò dé bùduì dì dìfāng ,For things I did wrong,hostess,,,,,,,,,,self,-ve,judgement,inscribe,,,做得不对,,,monoglossic,,
37:25.4,37:27.3,137,,,,,Wife_W02_WW,我会..改变自己,wǒ huì.. Gǎibiàn zìjǐ,I will..change myself,hostess,,,,,,,,,,self,+ve,judgement,inscribe,,,改变自己,,,monoglossic,,
37:28.0,37:31.8,138,,,,M_Hu_W02,M_Hu_W02,李先生对刘女士...平时也很好,,,husband,,,,,,,,,,,,,,,,,,,,,
37:31.8,37:36.6,138,,,,,M_Hu_W02,但是在很多家庭里面会存在一种叫...带情绪的好,,,husband,,,,,,,,,,,,,,,,,,,,,
37:36.6,37:38.8,138,,,,,M_Hu_W02,就是我在这个家会做很多事,,,husband,,,,,,,,,,,,,,,,,,,,,
37:38.8,37:39.9,138,,,,,M_Hu_W02,我对你也挺好,,,husband,,,,,,,,,,,,,,,,,,,,,
37:39.9,37:45.5,138,,,,,M_Hu_W02,可是...我...一旦碰到什么事情...不太高兴的时候,,,husband,,,,,,,,,,,,,,,,,,,,,
37:45.5,37:49.1,138,,,,,M_Hu_W02,我会把这个好...就拿出来数落你,,,husband,,,,,,,,,,,,,,,,,,,,,
37:49.1,37:55.9,138,,,,,M_Hu_W02,那说明...大家...在生活当中...更多的关注..并不是这些..好,,,husband,,,,,,,,,,,,,,,,,,,,,
37:55.9,38:00.3,138,,,,,M_Hu_W02,更多的关心的是..我的心有没有被你...读懂,,,husband,,,,,,,,,,,,,,,,,,,,,
38:00.3,38:01.7,138,,,,,M_Hu_W02,呵护,,,husband,,,,,,,,,,,,,,,,,,,,,
38:01.7,38:03.5,138,,,,,M_Hu_W02,有没有被你激活,,,husband,,,,,,,,,,,,,,,,,,,,,
38:03.5,38:07.3,138,,,,,M_Hu_W02,像刘女士..我觉得她并不是一个..多么强势的人,,,husband,,,,,,,,,,,,,,,,,,,,,
38:07.3,38:10.4,138,,,,,M_Hu_W02,她其实是在享受一种...那种感觉,,,husband,,,,,,,,,,,,,,,,,,,,,
38:10.4,38:11.7,138,,,,,M_Hu_W02,一种..满足感,,,husband,,,,,,,,,,,,,,,,,,,,,
38:11.7,38:15.1,138,,,,,M_Hu_W02,所以她会..有一种...小小的任性,,,husband,,,,,,,,,,,,,,,,,,,,,
